order_id,customer_id,order_date,category,price_per_unit,quantity,total_amount,discount_rate,final_amount,payment_method,order_status,review_score,city,delivery_days,review_missing_flag,delivery_days_missing_flag
ORD008158,CUST02556,2022-07-11,Toys,276228.52,1,276228.52,0.15,234794.24,Debit Card,Delivered,5.0,Tangerang,7.0,0,1
ORD018925,CUST02800,2023-12-29,Toys,1665671.68,1,1665671.68,0.0,1665671.68,Bank Transfer,Returned,5.0,Surabaya,,0,1
ORD004406,CUST04590,2022-05-14,Toys,148243.92,1,148243.92,0.0,148243.92,Bank Transfer,Delivered,5.0,Bogor,12.0,0,0
ORD010203,CUST03032,2021-07-26,Home & Living,57937.17,1,57937.17,0.05,55040.31,Bank Transfer,Cancelled,5.0,Palembang,,0,1
ORD019731,CUST02798,2022-11-24,Sports,595131.69,1,595131.69,0.0,595131.69,Credit Card,Delivered,3.0,Depok,7.0,0,0
ORD010640,CUST02251,2022-04-01,Toys,408319.21,5,2041596.05,0.0,1429117.23,Credit Card,Shipped,5.0,Bandung,,0,1
ORD000985,CUST02960,2023-03-28,F&B,52969.61,4,211878.44,0.15,180096.67,Debit Card,Delivered,5.0,Tangerang,14.0,0,0
ORD000440,CUST04128,2022-10-23,Fashion,203171.02,1,203171.02,0.3,142219.71,Unknown,Cancelled,4.0,Palembang,,0,1
ORD017423,CUST04960,2021-01-01,F&B,139462.22,1,139462.22,0.0,139462.22,E-Wallet,Shipped,4.0,Palembang,,0,1
ORD003782,CUST04146,2022-05-17,F&B,284849.87,2,569699.74,0.0,541214.75,Credit Card,Delivered,5.0,Depok,6.0,0,0
ORD006670,CUST03976,2023-03-27,Health,1862425.92,1,1862425.92,0.3,1303698.14,E-Wallet,Delivered,5.0,Depok,12.0,0,0
ORD000430,CUST02496,2023-11-08,Automotive,529256.88,2,1058513.76,0.25,793885.32,Bank Transfer,Processing,4.0,Medan,,1,1
ORD014170,CUST04387,2021-10-23,Health,215171.81,3,645515.43,0.0,451860.8,Credit Card,Delivered,4.0,Surabaya,14.0,0,0
ORD012253,CUST02428,2023-10-12,Home & Living,158745.15,2,317490.3,0.05,301615.78,Debit Card,Delivered,4.0,Palembang,2.0,0,0
ORD005953,CUST02702,2023-09-20,Automotive,855775.01,5,4278875.05,0.25,3209156.29,Bank Transfer,Delivered,4.0,Bogor,5.0,0,0
ORD017819,CUST02257,2022-09-28,Toys,17491.61,3,52474.83,0.0,52474.83,Bank Transfer,Cancelled,5.0,Semarang,,0,1
ORD018415,CUST00562,2021-12-24,Health,132920.7,1,132920.7,0.25,99690.53,E-Wallet,Delivered,4.0,Surabaya,3.0,0,0
ORD018847,CUST00664,2022-10-15,Fashion,697616.28,1,697616.28,0.2,558093.02,Debit Card,Returned,4.0,Surabaya,,0,1
ORD004882,CUST02017,2021-10-02,Health,207334.02,10,2073340.2,0.25,1555005.15,Bank Transfer,Delivered,5.0,Semarang,4.0,0,0
ORD015604,CUST00303,2022-03-15,Home & Living,57911.46,1,57911.46,0.15,49224.74,COD,Delivered,4.0,Semarang,3.0,0,0
ORD015819,CUST00446,2022-08-10,Fashion,108279.75,2,216559.5,0.3,151591.65,Credit Card,Shipped,4.0,Jakarta,,0,1
ORD011410,CUST03112,2022-02-11,Sports,51866.97,2,103733.94,0.1,93360.55,Credit Card,Processing,5.0,Surabaya,,0,1
ORD001227,CUST03913,2022-09-14,Home & Living,61510.98,5,307554.9,0.0,307554.9,Debit Card,Processing,1.0,Depok,,0,1
ORD008454,CUST04544,2022-01-11,F&B,34760.49,2,69520.98,0.1,62568.88,Bank Transfer,Delivered,3.0,Makassar,10.0,0,0
ORD006210,CUST01331,2023-11-24,Automotive,265755.74,1,265755.74,0.0,199316.8,E-Wallet,Cancelled,3.0,Semarang,,0,1
ORD012134,CUST01419,2021-07-19,Toys,167342.74,3,502028.22,0.25,376521.16,Bank Transfer,Returned,4.0,Medan,,0,1
ORD009697,CUST03810,2021-07-06,Automotive,437531.46,1,437531.46,0.5,218765.73,Bank Transfer,Processing,4.0,Tangerang,,0,1
ORD018323,CUST03385,2022-06-09,Fashion,153690.57,1,153690.57,0.15,130636.98,Bank Transfer,Delivered,1.0,Unknown,5.0,0,0
ORD000904,CUST01524,2022-05-13,Beauty,155940.57,1,155940.57,0.0,155940.57,COD,Delivered,2.0,Makassar,5.0,0,0
ORD007855,CUST02384,2021-11-18,Fashion,18145.94,1,18145.94,0.15,15424.05,Debit Card,Shipped,3.0,Bogor,,0,1
ORD014675,CUST03050,2021-08-06,F&B,56441.25,2,112882.5,0.15,95950.12,Credit Card,Delivered,5.0,Surabaya,7.0,0,0
ORD012549,CUST03745,2022-03-05,Toys,88315.71,1,88315.71,0.0,88315.71,Credit Card,Delivered,4.0,Depok,3.0,0,0
ORD014487,CUST00097,2021-02-20,Home & Living,603125.78,1,603125.78,0.25,452344.34,E-Wallet,Delivered,5.0,Bogor,7.0,0,1
ORD016269,CUST02156,2021-05-13,Sports,77349.67,1,77349.67,0.1,69614.7,E-Wallet,Processing,4.0,Makassar,,0,1
ORD008172,CUST00602,2023-05-01,Automotive,18837.6,2,37675.2,0.0,37675.2,Credit Card,Processing,4.0,Unknown,,1,1
ORD000367,CUST01333,2023-07-14,Fashion,174010.32,2,348020.64,0.1,313218.58,Bank Transfer,Cancelled,1.0,Surabaya,,0,1
ORD011882,CUST04219,2022-10-30,Books,378726.22,1,378726.22,0.1,340853.6,Bank Transfer,Delivered,4.0,Surabaya,9.0,0,0
ORD003080,CUST00645,2021-05-24,Electronics,1358379.7,1,1358379.7,0.1,1222541.73,Debit Card,Shipped,4.0,Palembang,,0,1
ORD003017,CUST00372,2022-09-28,Health,45954.06,1,45954.06,0.05,43656.36,Credit Card,Delivered,4.0,Semarang,6.0,0,0
ORD006419,CUST04270,2023-10-27,Sports,254091.09,1,254091.09,0.05,241386.54,Credit Card,Cancelled,2.0,Bogor,,0,1
ORD016000,CUST00398,2023-11-09,Health,217878.74,1,217878.74,0.0,217878.74,Bank Transfer,Delivered,5.0,Bogor,4.0,0,0
ORD011213,CUST04647,2023-01-15,F&B,27225.27,2,54450.54,0.0,54450.54,E-Wallet,Delivered,4.0,Makassar,4.0,0,0
ORD004989,CUST04902,2021-07-07,Home & Living,1310058.02,4,5240232.08,0.0,5240232.08,E-Wallet,Delivered,3.0,Tangerang,7.0,0,1
ORD001654,CUST02088,2023-10-11,Toys,94216.69,4,376866.76,0.0,263806.73,Bank Transfer,Delivered,4.0,Palembang,11.0,0,0
ORD012312,CUST01073,2023-02-04,Fashion,659932.38,3,1979797.14,0.15,1682827.57,Debit Card,Processing,4.0,Jakarta,,0,1
ORD003423,CUST02890,2021-10-26,Automotive,325052.38,5,1625261.9,0.3,1137683.33,E-Wallet,Delivered,5.0,Surabaya,9.0,0,0
ORD013889,CUST00842,2021-03-16,Sports,193025.51,3,579076.53,0.0,579076.53,Unknown,Delivered,3.0,Medan,2.0,0,0
ORD017211,CUST00469,2023-09-15,Books,129681.85,5,648409.25,0.2,518727.4,Bank Transfer,Delivered,5.0,Makassar,4.0,0,0
ORD013084,CUST03379,2021-12-30,Health,404726.59,2,809453.18,0.5,404726.59,COD,Delivered,3.0,Bogor,8.0,0,0
ORD008199,CUST01066,2021-11-02,Health,2963930.76,1,2963930.76,0.05,2815734.22,Bank Transfer,Shipped,5.0,Palembang,,0,1
ORD001207,CUST00230,2022-08-04,Toys,364920.02,1,364920.02,0.5,182460.01,COD,Delivered,4.0,Bogor,7.0,0,1
ORD013260,CUST02973,2022-08-09,Electronics,68411.42,1,68411.42,0.1,61570.28,Debit Card,Delivered,5.0,Makassar,4.0,0,0
ORD009327,CUST00576,2022-02-23,Beauty,179108.33,1,179108.33,0.0,179108.33,Credit Card,Delivered,1.0,Bogor,5.0,0,0
ORD015093,CUST00771,2021-04-12,Beauty,193533.29,1,193533.29,0.0,193533.29,Bank Transfer,Delivered,2.0,Tangerang,10.0,0,0
ORD001487,CUST01212,2021-05-11,Books,876808.57,1,876808.57,0.1,789127.71,Debit Card,Delivered,4.0,Bogor,8.0,0,0
ORD007564,CUST04577,2022-06-24,Electronics,223763.73,1,223763.73,0.0,223763.73,Credit Card,Delivered,3.0,Bandung,5.0,0,0
ORD012859,CUST02858,2023-02-22,Automotive,101687.09,1,101687.09,0.3,71180.96,Debit Card,Processing,5.0,Jakarta,,0,1
ORD016429,CUST03284,2022-07-24,Automotive,186428.11,1,186428.11,0.0,186428.11,Bank Transfer,Delivered,5.0,Bandung,10.0,0,0
ORD000086,CUST03720,2021-05-26,Home & Living,37159.06,2,74318.12,0.5,37159.06,Bank Transfer,Delivered,5.0,Depok,4.0,0,0
ORD006165,CUST00719,2022-01-03,Sports,79729.3,2,159458.6,0.25,119593.95,Bank Transfer,Delivered,4.0,Bandung,14.0,0,0
ORD000168,CUST01022,2022-08-07,Fashion,102500.57,2,205001.14,0.1,184501.03,E-Wallet,Delivered,4.0,Palembang,2.0,1,0
ORD005847,CUST04190,2021-03-07,Automotive,155088.98,1,155088.98,0.25,116316.74,Unknown,Shipped,5.0,Bandung,,0,1
ORD019526,CUST04938,2022-01-01,Health,99849.59,1,99849.59,0.0,99849.59,E-Wallet,Delivered,4.0,Bandung,1.0,0,0
ORD017859,CUST03445,2023-09-13,Electronics,2169919.71,1,2169919.71,0.0,2169919.71,Debit Card,Delivered,5.0,Semarang,7.0,0,1
ORD015641,CUST02033,2021-03-27,Health,383006.75,2,766013.5,0.0,766013.5,Bank Transfer,Delivered,5.0,Depok,5.0,0,0
ORD019928,CUST03462,2022-05-14,Electronics,184112.0,1,184112.0,0.0,138084.0,Debit Card,Delivered,1.0,Tangerang,7.0,0,1
ORD007822,CUST00029,2021-11-08,Automotive,170716.46,1,170716.46,0.1,153644.81,Credit Card,Shipped,2.0,Bandung,,0,1
ORD000754,CUST03589,2023-12-07,Fashion,1000.0,1,33718.32,0.0,33718.32,Debit Card,Delivered,4.0,Surabaya,12.0,0,0
ORD001419,CUST02960,2023-07-03,Home & Living,5603563.6,1,5603563.6,0.15,4763029.06,E-Wallet,Delivered,4.0,Medan,7.0,0,1
ORD015480,CUST01845,2023-07-01,Automotive,738966.44,1,738966.44,0.05,702018.12,Bank Transfer,Processing,5.0,Surabaya,,0,1
ORD002255,CUST00512,2021-05-03,Toys,6340.61,1,6340.61,0.3,4438.43,Credit Card,Processing,5.0,Palembang,,0,1
ORD004064,CUST01890,2021-06-23,Fashion,99870.61,2,199741.22,0.1,179767.1,COD,Delivered,4.0,Tangerang,13.0,0,0
ORD009254,CUST00967,2023-09-24,Fashion,179123.04,2,358246.08,0.1,322421.47,E-Wallet,Returned,4.0,Medan,,1,1
ORD015734,CUST01677,2021-08-17,Fashion,203294.66,1,203294.66,0.1,182965.19,E-Wallet,Delivered,4.0,Palembang,6.0,0,0
ORD008774,CUST03491,2022-01-23,Electronics,51498.25,1,51498.25,0.05,48923.34,Debit Card,Delivered,4.0,Tangerang,3.0,0,0
ORD007304,CUST00298,2023-11-05,Health,155789.84,1,155789.84,0.0,148000.35,Credit Card,Delivered,5.0,Makassar,10.0,0,0
ORD004245,CUST04583,2021-06-23,Health,422484.37,2,844968.74,0.5,422484.37,Credit Card,Delivered,4.0,Makassar,10.0,0,0
ORD014112,CUST03495,2023-08-25,Home & Living,228805.77,4,915223.08,0.1,823700.77,Bank Transfer,Delivered,4.0,Makassar,14.0,1,0
ORD002439,CUST04086,2023-05-12,Sports,368661.73,2,737323.46,0.25,552992.59,Debit Card,Delivered,4.0,Palembang,14.0,0,0
ORD007655,CUST01215,2022-02-28,Automotive,921557.4,1,921557.4,0.0,921557.4,Debit Card,Processing,2.0,Surabaya,,0,1
ORD002070,CUST01501,2021-05-21,Toys,177628.38,3,532885.14,0.0,506240.88,Debit Card,Shipped,5.0,Makassar,,0,1
ORD007183,CUST04195,2021-10-01,Automotive,51409.4,1,51409.4,0.0,46268.46,Credit Card,Cancelled,5.0,Surabaya,,0,1
ORD013666,CUST02923,2021-06-20,Beauty,164758.69,1,164758.69,0.2,131806.95,Credit Card,Delivered,5.0,Medan,6.0,0,0
ORD017601,CUST04930,2023-03-09,Fashion,570076.22,2,1140152.44,0.0,1140152.44,COD,Delivered,4.0,Semarang,7.0,1,1
ORD013552,CUST03030,2021-11-25,Automotive,301636.01,10,3016360.1,0.25,2262270.08,COD,Shipped,4.0,Makassar,,0,1
ORD001079,CUST00921,2023-10-05,Beauty,146380.47,1,146380.47,0.05,139061.45,Bank Transfer,Delivered,2.0,Bogor,6.0,0,0
ORD014645,CUST02211,2023-09-04,Toys,379909.34,1,379909.34,0.15,322922.94,E-Wallet,Delivered,4.0,Medan,10.0,0,0
ORD002176,CUST03493,2023-10-02,Toys,125651.63,1,125651.63,0.0,125651.63,Debit Card,Delivered,4.0,Tangerang,11.0,1,0
ORD004126,CUST03271,2023-06-02,F&B,380450.06,4,1521800.24,0.5,760900.12,E-Wallet,Delivered,4.0,Jakarta,11.0,0,0
ORD000625,CUST02731,2023-08-15,Electronics,178471.87,1,178471.87,0.0,124930.31,Debit Card,Delivered,5.0,Bogor,7.0,0,1
ORD005084,CUST00510,2021-11-15,Fashion,71087.62,4,284350.48,0.3,199045.34,Bank Transfer,Shipped,3.0,Bogor,,0,1
ORD015662,CUST02699,2022-02-18,Books,92068.13,2,184136.26,0.0,184136.26,Debit Card,Shipped,4.0,Medan,,0,1
ORD018127,CUST02314,2022-02-25,Home & Living,50293.7,1,50293.7,0.5,25146.85,Unknown,Delivered,5.0,Unknown,7.0,0,1
ORD005383,CUST04720,2022-03-21,Home & Living,44425.93,1,44425.93,0.1,39983.34,Unknown,Cancelled,4.0,Depok,,0,1
ORD004106,CUST04819,2021-07-10,Sports,571907.01,5,2859535.05,0.0,2859535.05,Debit Card,Delivered,5.0,Jakarta,8.0,0,0
ORD003551,CUST00685,2022-04-04,Electronics,121817.99,3,365453.97,0.1,328908.57,Bank Transfer,Delivered,4.0,Bandung,10.0,0,0
ORD014747,CUST04830,2022-03-05,Toys,26571.76,1,26571.76,0.5,13285.88,Debit Card,Delivered,5.0,Depok,7.0,0,1
ORD013851,CUST01936,2022-04-07,Books,109826.24,2,219652.48,0.25,164739.36,Credit Card,Processing,4.0,Depok,,0,1
ORD000148,CUST03770,2023-01-12,Fashion,459965.26,1,459965.26,0.0,459965.26,COD,Delivered,3.0,Surabaya,7.0,0,0
ORD005386,CUST00508,2023-11-15,Books,224845.2,2,449690.4,0.15,382236.84,Debit Card,Delivered,3.0,Semarang,8.0,0,0
ORD006291,CUST03258,2022-06-16,Toys,148518.71,3,445556.13,0.2,356444.9,COD,Delivered,5.0,Tangerang,8.0,0,0
ORD015982,CUST02148,2023-09-06,Electronics,2838654.78,1,2838654.78,0.0,2838654.78,Credit Card,Delivered,5.0,Tangerang,7.0,0,0
ORD011149,CUST02295,2022-06-19,Health,114265.86,3,342797.58,0.0,171398.79,Credit Card,Delivered,2.0,Jakarta,6.0,0,0
ORD001355,CUST04356,2023-02-25,Fashion,123441.07,3,370323.21,0.0,370323.21,Debit Card,Delivered,4.0,Medan,9.0,0,0
ORD017474,CUST00924,2022-01-11,Beauty,246961.15,2,493922.3,0.2,395137.84,Unknown,Shipped,4.0,Surabaya,,0,1
ORD019720,CUST04212,2023-12-12,Toys,268071.66,1,268071.66,0.0,268071.66,Debit Card,Delivered,4.0,Medan,7.0,0,1
ORD017043,CUST03506,2022-11-24,Toys,152191.29,3,456573.87,0.3,319601.71,E-Wallet,Delivered,5.0,Surabaya,1.0,0,0
ORD013553,CUST00780,2021-02-01,Electronics,202602.09,1,202602.09,0.1,182341.88,Credit Card,Delivered,5.0,Semarang,8.0,0,0
ORD013242,CUST03178,2022-08-25,Automotive,32943.06,1,32943.06,0.0,32943.06,Unknown,Delivered,5.0,Jakarta,11.0,0,0
ORD011091,CUST04056,2023-08-29,Books,195012.92,5,975064.6,0.2,780051.68,E-Wallet,Delivered,4.0,Medan,2.0,0,0
ORD016686,CUST03516,2022-04-13,Books,89761.6,1,89761.6,0.05,85273.52,Debit Card,Processing,4.0,Makassar,,0,1
ORD015651,CUST02101,2023-12-03,Fashion,31884.81,1,31884.81,0.05,30290.57,Bank Transfer,Delivered,4.0,Medan,7.0,0,1
ORD018096,CUST02435,2022-03-24,F&B,716719.57,10,7167195.7,0.0,7167195.7,Bank Transfer,Shipped,4.0,Medan,,0,1
ORD006127,CUST04313,2022-01-28,Books,64503.62,1,64503.62,0.25,48377.72,Debit Card,Delivered,5.0,Palembang,3.0,0,0
ORD014356,CUST01631,2021-08-22,Toys,151313.82,1,151313.82,0.5,75656.91,COD,Delivered,2.0,Medan,10.0,0,0
ORD003605,CUST04584,2023-10-12,Toys,15831.7,10,158317.0,0.0,158317.0,E-Wallet,Processing,4.0,Bandung,,0,1
ORD006120,CUST01252,2021-02-22,Health,314945.28,1,314945.28,0.2,251956.22,COD,Cancelled,1.0,Bogor,,0,1
ORD007326,CUST03423,2023-03-11,Toys,307829.75,1,307829.75,0.5,153914.88,Credit Card,Delivered,4.0,Depok,11.0,0,0
ORD017648,CUST03329,2023-02-20,Toys,200589.75,1,200589.75,0.3,140412.82,Unknown,Delivered,3.0,Depok,1.0,0,0
ORD000992,CUST00733,2021-08-05,F&B,45190.24,1,45190.24,0.0,45190.24,Bank Transfer,Cancelled,5.0,Semarang,,0,1
ORD002448,CUST01484,2023-02-25,Electronics,24376.82,1,24376.82,0.5,12188.41,Bank Transfer,Shipped,3.0,Palembang,,0,1
ORD001888,CUST04577,2022-10-27,Electronics,108110.65,10,1081106.5,0.15,918940.53,Debit Card,Shipped,5.0,Semarang,,0,1
ORD012265,CUST00981,2022-05-05,Automotive,1093721.98,1,1093721.98,0.0,1093721.98,COD,Processing,3.0,Unknown,,0,1
ORD009210,CUST01305,2021-03-02,Toys,384643.87,1,384643.87,0.1,346179.48,E-Wallet,Cancelled,5.0,Palembang,,0,1
ORD008871,CUST02004,2023-04-20,Sports,77047.98,2,154095.96,0.3,107867.17,Credit Card,Shipped,4.0,Bandung,,0,1
ORD016114,CUST01670,2021-01-06,Beauty,353770.89,1,353770.89,0.0,318393.8,E-Wallet,Shipped,4.0,Medan,,0,1
ORD012385,CUST04898,2021-12-10,Fashion,373327.07,10,3733270.7,0.15,3173280.1,E-Wallet,Delivered,2.0,Makassar,1.0,0,0
ORD006400,CUST02421,2022-12-03,Home & Living,126419.13,1,126419.13,0.25,94814.35,Debit Card,Shipped,3.0,Surabaya,,0,1
ORD000906,CUST04805,2021-10-24,Electronics,61555.66,2,123111.32,0.3,86177.92,E-Wallet,Processing,5.0,Palembang,,0,1
ORD014833,CUST03960,2022-08-02,Automotive,310717.74,10,3107177.4,0.3,2175024.18,Credit Card,Delivered,5.0,Bandung,7.0,0,0
ORD018241,CUST03641,2022-06-26,Toys,171229.79,3,513689.37,0.0,513689.37,Debit Card,Processing,5.0,Unknown,,0,1
ORD010888,CUST04601,2022-04-02,Fashion,231734.02,1,231734.02,0.1,208560.62,Credit Card,Processing,5.0,Semarang,,0,1
ORD005457,CUST00149,2023-01-25,Health,332310.57,3,996931.71,0.3,697852.2,Debit Card,Delivered,5.0,Bogor,1.0,0,0
ORD010290,CUST03408,2021-03-13,Toys,51758.72,1,51758.72,0.15,43994.91,E-Wallet,Delivered,4.0,Bandung,10.0,0,0
ORD005382,CUST01165,2021-07-06,Automotive,59002.64,1,59002.64,0.2,47202.11,Debit Card,Delivered,4.0,Unknown,14.0,0,0
ORD014493,CUST01682,2021-07-09,Automotive,164313.03,1,164313.03,0.5,82156.51,Credit Card,Delivered,2.0,Bandung,13.0,0,0
ORD005636,CUST03213,2021-11-29,Sports,188007.71,5,940038.55,0.0,940038.55,Debit Card,Delivered,3.0,Bogor,3.0,0,0
ORD003103,CUST00443,2021-05-09,Books,99386.35,2,198772.7,0.0,198772.7,Debit Card,Delivered,3.0,Jakarta,8.0,0,0
ORD007295,CUST02271,2022-10-27,Home & Living,593689.32,2,1187378.64,0.25,890533.98,Bank Transfer,Shipped,4.0,Bandung,,1,1
ORD000518,CUST00789,2023-07-11,Books,299158.51,2,598317.02,0.15,508569.47,E-Wallet,Cancelled,4.0,Semarang,,0,1
ORD006843,CUST04701,2021-04-14,Sports,242083.08,10,2420830.8,0.5,1210415.4,E-Wallet,Delivered,5.0,Depok,10.0,0,0
ORD011056,CUST03203,2022-11-19,Toys,249074.75,5,1245373.75,0.0,1245373.75,Bank Transfer,Delivered,2.0,Surabaya,10.0,0,0
ORD010317,CUST01970,2021-12-03,Home & Living,174407.07,1,174407.07,0.0,174407.07,E-Wallet,Delivered,4.0,Medan,1.0,0,0
ORD012762,CUST02281,2023-11-18,Automotive,61366.99,2,122733.98,0.0,122733.98,Credit Card,Delivered,4.0,Semarang,2.0,0,0
ORD012594,CUST02957,2022-08-31,Automotive,70298.15,2,140596.3,0.0,140596.3,COD,Delivered,2.0,Tangerang,6.0,0,0
ORD009602,CUST04868,2021-07-28,F&B,296972.4,1,296972.4,0.0,296972.4,Bank Transfer,Delivered,4.0,Jakarta,7.0,0,1
ORD013974,CUST04987,2022-04-26,Books,200559.7,1,200559.7,0.05,190531.71,Bank Transfer,Cancelled,5.0,Depok,,0,1
ORD009041,CUST00185,2021-06-09,F&B,815317.07,2,1630634.14,0.1,1467570.73,Credit Card,Delivered,4.0,Makassar,1.0,0,0
ORD004751,CUST02026,2021-05-20,Fashion,57681.28,1,57681.28,0.3,40376.9,COD,Cancelled,4.0,Semarang,,0,1
ORD016704,CUST00105,2023-11-13,Sports,274435.93,1,274435.93,0.1,246992.34,Bank Transfer,Delivered,5.0,Tangerang,13.0,0,0
ORD011508,CUST01987,2023-09-10,F&B,69017.33,1,69017.33,0.15,58664.73,Debit Card,Delivered,4.0,Semarang,12.0,1,0
ORD017174,CUST02609,2021-08-17,Sports,1332713.74,3,3998141.22,0.2,3198512.98,COD,Delivered,4.0,Makassar,12.0,0,0
ORD007150,CUST00993,2023-08-21,Health,503049.39,1,503049.39,0.0,503049.39,Bank Transfer,Delivered,5.0,Depok,2.0,0,0
ORD005101,CUST02506,2023-12-15,Toys,1872224.3,1,1872224.3,0.15,1591390.66,Debit Card,Shipped,2.0,Surabaya,,0,1
ORD014260,CUST04193,2021-01-08,Home & Living,160344.9,2,320689.8,0.5,160344.9,E-Wallet,Delivered,1.0,Jakarta,8.0,0,0
ORD017383,CUST03103,2021-02-24,Electronics,630898.05,2,1261796.1,0.0,1261796.1,E-Wallet,Delivered,5.0,Bandung,8.0,0,0
ORD015284,CUST01447,2022-10-10,Health,163557.21,2,327114.42,0.0,327114.42,Debit Card,Shipped,4.0,Bandung,,0,1
ORD014456,CUST01653,2021-02-07,Fashion,278007.99,1,278007.99,0.1,250207.19,Debit Card,Shipped,5.0,Semarang,,0,1
ORD019589,CUST01251,2023-12-31,F&B,238077.37,2,476154.74,0.15,404731.53,Debit Card,Delivered,5.0,Bandung,2.0,0,0
ORD012830,CUST04353,2022-03-23,Books,253910.41,1,253910.41,0.0,253910.41,Bank Transfer,Delivered,4.0,Makassar,2.0,0,0
ORD003108,CUST00844,2021-02-16,F&B,1109439.1,4,4437756.4,0.0,3550205.12,E-Wallet,Shipped,5.0,Surabaya,,0,1
ORD002007,CUST02843,2022-04-14,Electronics,514043.4,1,514043.4,0.2,411234.72,Credit Card,Delivered,3.0,Bandung,5.0,0,0
ORD016575,CUST01559,2023-10-01,Beauty,45328.27,10,453282.7,0.0,385290.29,COD,Delivered,5.0,Medan,11.0,0,0
ORD018368,CUST04985,2022-05-01,Home & Living,56243.25,5,281216.25,0.1,253094.62,Unknown,Shipped,1.0,Depok,,0,1
ORD002734,CUST03594,2023-02-09,Sports,178230.68,1,178230.68,0.1,160407.61,Credit Card,Delivered,4.0,Depok,6.0,0,0
ORD010881,CUST02513,2023-12-07,Electronics,389670.52,1,389670.52,0.25,292252.89,E-Wallet,Delivered,2.0,Depok,8.0,0,0
ORD006978,CUST00535,2021-01-29,Fashion,364967.74,20,7299354.8,0.1,6569419.32,Bank Transfer,Delivered,5.0,Makassar,3.0,0,0
ORD015737,CUST00780,2021-06-10,Fashion,24683.36,2,49366.72,0.3,34556.7,E-Wallet,Delivered,5.0,Tangerang,2.0,0,0
ORD001694,CUST03954,2021-05-16,Home & Living,135089.01,20,2701780.2,0.0,2701780.2,Unknown,Delivered,5.0,Tangerang,13.0,0,0
ORD012913,CUST04837,2022-12-27,Automotive,8514.36,1,8514.36,0.0,8514.36,Debit Card,Delivered,4.0,Medan,3.0,0,0
ORD015959,CUST04725,2021-03-18,Automotive,97849.36,1,97849.36,0.05,92956.89,E-Wallet,Returned,5.0,Tangerang,,0,1
ORD004386,CUST02378,2021-03-03,Fashion,18025.69,1,18025.69,0.0,16223.12,COD,Delivered,4.0,Semarang,8.0,0,0
ORD017198,CUST00836,2023-07-15,Home & Living,26230.61,5,131153.05,0.1,118037.74,Credit Card,Delivered,5.0,Jakarta,12.0,0,0
ORD009060,CUST03981,2023-04-25,Fashion,1291348.53,5,6456742.65,0.5,3228371.33,Bank Transfer,Delivered,5.0,Makassar,1.0,0,0
ORD018042,CUST01505,2021-07-26,Home & Living,63286.32,1,63286.32,0.25,47464.74,Credit Card,Processing,4.0,Surabaya,,0,1
ORD003290,CUST02275,2023-04-19,Home & Living,21821.19,100,21821.19,0.2,17456.95,E-Wallet,Delivered,4.0,Surabaya,11.0,1,0
ORD017726,CUST00097,2021-07-30,Toys,53718.12,4,214872.48,0.2,171897.98,COD,Delivered,4.0,Semarang,7.0,0,1
ORD002500,CUST03314,2021-12-19,Electronics,368161.23,4,1472644.92,0.1,1325380.43,Credit Card,Shipped,4.0,Bandung,,0,1
ORD007554,CUST02300,2023-04-22,Health,49245.48,5,246227.4,0.2,196981.92,E-Wallet,Shipped,4.0,Unknown,,1,1
ORD005771,CUST00336,2021-01-14,Toys,80496.3,1,80496.3,0.0,80496.3,Unknown,Shipped,2.0,Unknown,,0,1
ORD014275,CUST01884,2021-10-12,Electronics,236813.88,4,947255.52,0.0,947255.52,Bank Transfer,Delivered,3.0,Makassar,4.0,0,0
ORD016579,CUST03106,2021-03-09,Electronics,137702.93,1,137702.93,0.5,68851.46,Credit Card,Delivered,4.0,Bandung,7.0,0,0
ORD008452,CUST03379,2023-11-26,Books,671632.07,1,671632.07,0.2,537305.66,Bank Transfer,Cancelled,3.0,Depok,,0,1
ORD009937,CUST00820,2021-10-23,Health,73279.79,3,219839.37,0.1,197855.43,Credit Card,Delivered,3.0,Bandung,8.0,0,0
ORD014603,CUST04376,2022-03-23,Home & Living,842797.64,1,842797.64,0.2,674238.11,COD,Returned,4.0,Surabaya,,0,1
ORD000053,CUST03731,2023-04-29,Health,488201.03,3,1464603.09,0.2,1171682.47,Bank Transfer,Delivered,4.0,Jakarta,13.0,0,0
ORD005273,CUST04230,2021-04-25,Beauty,68336.4,1,68336.4,0.15,58085.94,E-Wallet,Delivered,4.0,Surabaya,13.0,0,0
ORD010502,CUST04871,2022-03-08,Home & Living,38396.43,3,115189.29,0.0,115189.29,COD,Processing,4.0,Surabaya,,0,1
ORD017539,CUST04286,2023-05-13,Electronics,413476.53,2,826953.06,0.2,661562.45,E-Wallet,Delivered,4.0,Tangerang,7.0,0,1
ORD002575,CUST00694,2021-11-13,Beauty,452689.79,10,4526897.9,0.0,4526897.9,Credit Card,Delivered,1.0,Jakarta,11.0,0,0
ORD007647,CUST04990,2021-05-25,Fashion,760628.35,1,760628.35,0.2,608502.68,COD,Shipped,4.0,Surabaya,,0,1
ORD014948,CUST02757,2021-12-30,Automotive,17782.92,3,53348.76,0.15,45346.45,E-Wallet,Processing,4.0,Bandung,,0,1
ORD004221,CUST01435,2022-07-15,Health,1290877.21,2,2581754.42,0.15,2194491.26,Bank Transfer,Shipped,5.0,Palembang,,0,1
